case_id,image_path,label_path,image_exists,label_exists,dimensions_xyz,voxel_spacing_mm,min_hu,max_hu,mean_hu,label_voxel_count,unique_label_values,primary_benchmark_split
97,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\97.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,82611,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
98,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\98.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\98.label.nii\label.nii,True,True,512x512x263,0.3379x0.3379x0.5000,-1024.0,3071.0,-242.8,173732,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
99,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\99.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\99.label.nii\label.nii,True,True,512x512x275,0.3945x0.3945x0.5000,-1024.0,1460.0,-269.0,127634,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
100,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\100.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,137547,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
101,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\101.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,102461,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
102,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\102.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\102.label.nii\label.nii,True,True,512x512x257,0.4297x0.4297x0.5000,-1024.0,2186.0,-146.3,85402,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
103,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\103.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\103.label.nii\label.nii,True,True,512x512x206,0.3184x0.3184x0.5000,-1024.0,2420.0,-143.7,98013,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
104,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\104.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,82301,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
105,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\105.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\105.label.nii\label.nii,True,True,512x512x275,0.3184x0.3184x0.5000,-1024.0,3071.0,-147.2,119597,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
106,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\106.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,151682,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
107,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\107.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\107.label.nii\label.nii,True,True,512x512x275,0.3535x0.3535x0.5000,-1024.0,2985.0,-213.9,110441,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
108,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\108.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,93639,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
109,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\109.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\109.label.nii\label.nii,True,True,512x512x275,0.3594x0.3594x0.5000,-1024.0,3071.0,-226.2,90099,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
110,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\110.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\110.label.nii\label.nii,True,True,512x512x275,0.3535x0.3535x0.5000,-1024.0,2649.0,-196.0,120415,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
111,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\111.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\111.label.nii\label.nii,True,True,512x512x275,0.3320x0.3320x0.5000,-1024.0,3071.0,-305.2,111944,"[0.0, 1.0]",Primary_Val
112,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\112.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\112.label.nii\label.nii,True,True,512x512x241,0.3086x0.3086x0.5000,-1024.0,1678.0,-127.4,120736,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
113,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\113.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\113.label.nii\label.nii,True,True,512x512x275,0.3828x0.3828x0.5000,-1024.0,3071.0,-234.4,147109,"[0.0, 1.0]",Primary_Val
114,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\114.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\114.label.nii\label.nii,True,True,512x512x275,0.3789x0.3789x0.5000,-1024.0,2368.0,-146.1,89933,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
115,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\115.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\115.label.nii\label.nii,True,True,512x512x245,0.3184x0.3184x0.5000,-1024.0,1256.0,-130.3,111232,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
116,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\116.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\116.label.nii\label.nii,True,True,512x512x206,0.3594x0.3594x0.5000,-1024.0,3071.0,-175.3,124246,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
117,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\117.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,181580,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
118,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\118.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\118.label.nii\label.nii,True,True,512x512x275,0.3516x0.3516x0.5000,-1024.0,2000.0,-186.1,150771,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
119,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\119.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\119.label.nii\label.nii,True,True,512x512x275,0.3418x0.3418x0.5000,-1024.0,2966.0,-139.0,135604,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
120,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\120.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\120.label.nii\label.nii,True,True,512x512x275,0.3613x0.3613x0.5000,-1024.0,3071.0,-141.5,78555,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
121,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\121.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\121.label.nii\label.nii,True,True,512x512x275,0.3613x0.3613x0.5000,-1024.0,3071.0,-231.1,77888,"[0.0, 1.0]",Primary_Val
122,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\122.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\122.label.nii\label.nii,True,True,512x512x275,0.3730x0.3730x0.5000,-1024.0,3016.0,-157.6,98582,"[0.0, 1.0]",Primary_Val
123,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\123.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\123.label.nii\label.nii,True,True,512x512x275,0.3867x0.3867x0.5000,-1024.0,2144.0,-89.2,92147,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
124,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\124.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\124.label.nii\label.nii,True,True,512x512x275,0.3184x0.3184x0.5000,-1024.0,3071.0,-214.5,98786,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
125,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\125.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\125.label.nii\label.nii,True,True,512x512x275,0.3613x0.3613x0.5000,-1024.0,2649.0,-182.7,150545,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
126,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\126.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\126.label.nii\label.nii,True,True,512x512x259,0.3965x0.3965x0.5000,-1024.0,2501.0,-199.0,145755,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
127,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\127.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\127.label.nii\label.nii,True,True,512x512x261,0.4238x0.4238x0.5000,-1024.0,1289.0,-195.1,71727,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
128,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\128.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\128.label.nii\label.nii,True,True,512x512x275,0.3555x0.3555x0.5000,-1024.0,3071.0,-251.6,93843,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
129,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\129.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,134364,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
130,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\130.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\130.label.nii\label.nii,True,True,512x512x275,0.3965x0.3965x0.5000,-1024.0,2935.0,-183.7,100298,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
131,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\131.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,108565,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
132,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\132.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\132.label.nii\label.nii,True,True,512x512x275,0.3281x0.3281x0.5000,-1024.0,3071.0,-261.6,105403,"[0.0, 1.0]",Primary_Val
133,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\133.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\133.label.nii\label.nii,True,True,512x512x275,0.3906x0.3906x0.5000,-1024.0,2805.0,-165.3,139043,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
134,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\134.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,85338,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
135,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\135.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\135.label.nii\label.nii,True,True,512x512x275,0.3438x0.3438x0.5000,-1024.0,3071.0,-251.8,123081,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
136,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\136.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\136.label.nii\label.nii,True,True,512x512x249,0.3184x0.3184x0.5000,-1024.0,2900.0,-190.8,142261,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
137,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\137.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,79503,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
138,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\138.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\138.label.nii\label.nii,True,True,512x512x275,0.4043x0.4043x0.5000,-1024.0,2876.0,-314.9,99340,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
139,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\139.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\139.label.nii\label.nii,True,True,512x512x275,0.3828x0.3828x0.5000,-1024.0,3071.0,-230.6,111914,"[0.0, 1.0]",Primary_Val
140,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\140.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\140.label.nii\label.nii,True,True,512x512x275,0.3574x0.3574x0.5000,-1024.0,2378.0,-224.6,176545,"[0.0, 1.0]",Primary_Val
141,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\141.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,108406,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
142,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\142.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,107917,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
143,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\143.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\143.label.nii\label.nii,True,True,512x512x275,0.3594x0.3594x0.5000,-1024.0,1926.0,-112.7,123807,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
144,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\144.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,91711,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
145,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\145.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\145.label.nii\label.nii,True,True,512x512x223,0.3730x0.3730x0.5000,-1024.0,2711.0,-151.0,94131,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
146,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\146.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,57753,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
147,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\147.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\147.label.nii\label.nii,True,True,512x512x275,0.3828x0.3828x0.5000,-1024.0,3071.0,-276.2,116191,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
148,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\148.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\148.label.nii\label.nii,True,True,512x512x206,0.3770x0.3770x0.5000,-1024.0,2583.0,-177.1,88406,"[0.0, 1.0]",Primary_Val
149,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\149.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\149.label.nii\label.nii,True,True,512x512x275,0.3613x0.3613x0.5000,-1024.0,3071.0,-122.2,100084,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
150,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\150.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\150.label.nii\label.nii,True,True,512x512x275,0.4023x0.4023x0.5000,-1024.0,2702.0,-282.1,119126,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
151,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\151.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\151.label.nii\label.nii,True,True,512x512x227,0.4121x0.4121x0.5000,-1024.0,1739.0,-198.4,128492,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
152,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\152.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\152.label.nii\label.nii,True,True,512x512x275,0.3691x0.3691x0.5000,-1024.0,3071.0,-211.9,140386,"[0.0, 1.0]",Primary_Val
153,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\153.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\153.label.nii\label.nii,True,True,512x512x275,0.3770x0.3770x0.5000,-1024.0,2988.0,-221.4,96663,"[0.0, 1.0]",Primary_Val
154,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\154.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\154.label.nii\label.nii,True,True,512x512x206,0.3359x0.3359x0.5000,-1024.0,2169.0,-109.0,90841,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
155,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\155.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,89780,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
156,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\156.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,110486,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
157,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\157.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\157.label.nii\label.nii,True,True,512x512x275,0.3281x0.3281x0.5000,-1024.0,3071.0,-207.0,114374,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
158,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\158.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,86875,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
159,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\159.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\159.label.nii\label.nii,True,True,512x512x275,0.3633x0.3633x0.5000,-1024.0,3071.0,-185.5,104713,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
160,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\160.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,103473,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
161,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\161.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\161.label.nii\label.nii,True,True,512x512x233,0.3633x0.3633x0.5000,-1024.0,1468.0,-191.1,120427,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
162,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\162.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\162.label.nii\label.nii,True,True,512x512x229,0.3184x0.3184x0.5000,-1024.0,2597.0,-176.9,111477,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
163,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\163.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,117156,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
164,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\164.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\164.label.nii\label.nii,True,True,512x512x239,0.3418x0.3418x0.5000,-1024.0,1779.0,-92.4,87668,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
165,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\165.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,122837,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
166,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\166.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,82806,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
167,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\167.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\167.label.nii\label.nii,True,True,512x512x275,0.3457x0.3457x0.5000,-1024.0,3071.0,-205.1,128682,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
168,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\168.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\168.label.nii\label.nii,True,True,512x512x275,0.3184x0.3184x0.5000,-1024.0,2486.0,-162.7,126647,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
169,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\169.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\169.label.nii\label.nii,True,True,512x512x259,0.3672x0.3672x0.5000,-1024.0,2146.0,-93.6,143165,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
170,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\170.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,237806,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
171,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\171.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,106319,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
172,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\172.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\172.label.nii\label.nii,True,True,512x512x275,0.4199x0.4199x0.5000,-1024.0,3071.0,-270.7,132406,"[0.0, 1.0]",Primary_Val
173,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\173.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\173.label.nii\label.nii,True,True,512x512x275,0.3184x0.3184x0.5000,-1024.0,3071.0,-213.4,82054,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
174,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\174.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\174.label.nii\label.nii,True,True,512x512x259,0.4336x0.4336x0.5000,-1024.0,2163.0,-161.2,88818,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
175,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\175.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\175.label.nii\label.nii,True,True,512x512x231,0.3184x0.3184x0.5000,-1024.0,1705.0,-159.8,95789,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
176,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\176.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,123662,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
177,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\177.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,120639,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
178,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\178.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,106570,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
179,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\179.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\179.label.nii\label.nii,True,True,512x512x275,0.3730x0.3730x0.5000,-1024.0,1864.0,-99.0,141255,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
180,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\180.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\180.label.nii\label.nii,True,True,512x512x275,0.3965x0.3965x0.5000,-1024.0,3071.0,-243.9,102619,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
181,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\181.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\181.label.nii\label.nii,True,True,512x512x275,0.3828x0.3828x0.5000,-1024.0,1632.0,-121.7,176647,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
182,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\182.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\182.label.nii\label.nii,True,True,512x512x275,0.3672x0.3672x0.5000,-1024.0,2647.0,-261.6,84618,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
183,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\183.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\183.label.nii\label.nii,True,True,512x512x275,0.3828x0.3828x0.5000,-1024.0,2545.0,-186.1,102837,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
184,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\184.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,79749,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
185,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\185.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,111644,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
186,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\186.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,84398,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
187,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\187.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\187.label.nii\label.nii,True,True,512x512x275,0.3301x0.3301x0.5000,-1024.0,3071.0,-180.0,127011,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
188,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\188.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\188.label.nii\label.nii,True,True,512x512x275,0.3672x0.3672x0.5000,-1024.0,3071.0,-206.4,91873,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
189,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\189.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,151914,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
190,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\190.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\190.label.nii\label.nii,True,True,512x512x275,0.3184x0.3184x0.5000,-1024.0,3071.0,-216.8,159861,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
191,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\191.img.nii\diao_0.nii,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\191.label.nii\label.nii,True,True,512x512x275,0.3477x0.3477x0.5000,-1024.0,3071.0,-238.5,97662,"[0.0, 1.0]",Primary_Train (Leakage Risk if external)
192,,H:\3D CT Images for Coronary Artery Segmentation (200 Samples)\192.label.nii\label.nii,False,True,N/A,N/A,0.0,0.0,0.0,69175,"[0.0, 1.0]",Primary_QC_Excluded (Leakage-Free / Unseen)
